idItinerario,codigoAeropuerto,nombreAeropuerto
500,CGX,"Chicago, IL, USA   Merrill C. Meigs Field"
501,CHI,"Chicago, IL, USA   Chicago FSS"
502,DPA,"Chicago, IL, USA   Dupage County"
503,GYY,"Chicago   Gary, IN, USA   Gary Regional"
504,MDW,"Chicago, IL, USA   Midway"
505,NOH,"Chicago, IL, USA   Chicago NAS"
506,ORD,"Chicago, IL, USA   O'hare International Airport"
507,PWK,"Chicago, IL, USA Pal Waukee Airport"
508,RFD,"Chicago/Rockford, IL, USA   Chicago Rockford International Airport"
509,CIX,"Chiclayo, Peru Cornel Ruiz"
510,CIC,"Chico, CA, USA Chico Municipal Air Terminal"
511,KIF,"Chifeng, China"
512,KCG,"Chignik, AK, USA Fisheries"
513,KCL,"Chignik, AK, USA Lagoon"
514,KCQ,"Chignik Lake, ALaska, USA   Chignik Lake Airport"
515,CUU,"Chihuahua, Chihuahua, Mexico Genvillalobos"
516,YAI,"Chillan, Chile   Chillan Airport"
517,HIN,"Chinju, Republic of Korea   Chinju Airport"
518,JKH,"Chios, Greece   Chios Airport"
519,YKU,"Chisasibi, Canada   Chisasibi Airport"
520,KIV,"Chisinau (Kishinev), Moldova   Chisinau (Kishinev)"","
521,CJL,"Chitral, Pakistan   Chitral Airport"
522,CGP,"Chittagong, Bangladesh Patenga"
523,COQ,"Choibalsan, Dornod, Mongolia   Choibalsan Airport"
524,CKG,"Chongqing, China"
525,CHC,"Christchurch, New Zealand International"
526,STX,"Christiansted, St Croix Island, VI, USA   ALexander Hamilton Airport"
527,CXI,"Christmas Island, Australia   Cassidy Airport"
528,YYQ,"Churchill, Manitoba, Canada Churchill Airport"
529,CIA,"Ciampino, Rome, Italy   Ciampino Airport"
530,CVG,"Cincinnati, OH, USA Greater Cincinnati Intl Airport"
531,LUK,"Cincinnati, Ohio, USA   Lunken Field Airport"
532,CBL,"Ciudad Bolivar, Venezuela"
533,CME,"Ciudad Del Carmen, Campeche, Mexico"
534,CJS,"Ciudad Juarez, Chihuahua, Mexico International Abraham Gonzalez"
535,CEN,"Ciudad Obregon, Sonora, Mexico"
536,CVM,"Ciudad Victoria, Mexico   Ciudad Victoria Airport"
537,CKB,"Clarksburg, WV, USA ClarksburgBenedum Airport"
538,CFE,"Clermont Ferrand, France   Aulnat"
539,CLE,"Cleveland, OH, USA Hopkins International Airport"
540,BKL,"Cleveland Lakefront, OH, USA"
541,CNJ,"Cloncurry, Australia   Cloncurry Airport"
542,CVN,"Clovis, NM, USA"
543,CLJ,"Cluj, Romania Cluj"
544,YCY,"Clyde River, Canada   Clyde River Airport"
545,XGJ,"Cobourg, Ontario, Canada Cobourg / Via Rail Service"
546,CBB,"Cochabamba, Bolivia   Jorge Wilstermann International Airport (formerly San Jose De La Banda)"","
547,COK,"Cochin, India Naval Air Station"
548,COD,"Cody, Wyoming, USA   Yellowstone Regional Airport"
549,CFA,"Coffee Point, Alaska, USA   Coffee Point Airport"
550,CFS,"Coffs Harbour, Australia   Coffs Harbour Airport"
551,CJB,"Coimbatore, India Peelamedu"
552,CDB,"Cold Bay, Alaska, USA   Cold Bay Airport"
553,CLQ,"Colima, Colima, Mexico"
554,CLL,"College Station, TX, USA"
555,QKL,"Cologne, Germany Train Main Railroad Station"
556,CGN,"Cologne/Bonn, Germany Koeln/Bonn"
557,CMB,"Colombo, Sri Lanka Katunayake International"
558,CYR,"Colonia, Uruguay"
559,COS,"Colorado Springs, CO, USA Colorado Springs Municipal"
560,COU,"Columbia, MO, USA Columbia Regional"
561,CAE,"Columbia, SC, USA Columbia Sc Airport Metropolitan"
562,CSG,"Columbus, GA, USA Columbus Metropolitan / Fort Benning"
563,GTR,"Columbus, MS, USA Golden"
564,CMH,"Columbus, OH, USA Port Columbus Intl Airport"
565,CJT,"Comitan, Mexico   Comitan Airport"
566,CRD,"Comodoro Rivadavia, Chubut, Argentina Comodoro Rivadavia"
567,YQQ,"Comox, British Columbia, Canada Comox Civil Air Terminal"
568,CKY,"Conakry, Guinea Conakry"
569,CCP,"Concepcion, Chile Carriel Sur"
570,NOC,"Connaught, Ireland Rep Of Ireland"
571,CND,"Constanta, Romania Kogalniceanu"
572,CZL,"Constantine, Algeria   Ain El Bey Airport"
573,CPD,"Coober Pedy, Australia   Coober Pedy Airport"
574,OOM,"Cooma, New South Wales, Australia"
575,CPH,"Copenhagen, Denmark Copenhagen"
576,CPO,"Copiapo, Chile   Chamonate Airport"
577,YCO,"Coppermine, Northwest Territories, Canada"
578,COR,"Cordoba, Cordoba, Argentina   Pajas Blancas"
579,CDV,"Cordova, AK, USA"
580,CFU,"Corfu (Kerkyra), Greece   Kerkyra"
581,ORK,"Cork, Ireland Cork"
582,YCC,"Cornwall, Ontario, Canada Regional"
583,CZE,"Coro, Venezuela   Coro Airport"
584,CRP,"Corpus Christi, TX, USA Corpus Christi International Airport"
585,CNQ,"Corrientes, Argentina   Corrientes Airport"
586,CEZ,"Cortez, CO, USA Montezuma County"
587,CMG,"Corumba, Mato Grosso Do Sul, Brazil Corumba"
588,OLB,"Costa Smeralda   Olbia, Italy"
589,CBO,"Cotabato, Philippines   Cotabato Airport"
590,XGK,"Coteau, Quebec, Canada Coteau / Via Rail Service"
591,COO,"Cotonou, Benin Cotonou"
592,YCA,"Courtenay, British Columbia, Canada"
593,CWT,"Cowra, New South Wales, Australia Cowra"
594,GXQ,"Coyhaique, Chile Teniente Vidal"
595,CZM,"Cozumel, Quintana Roo, Mexico Aeropuerto Intl De Cozumel"
596,CGA,"Craig, AK, USA"
597,YXC,"Cranbrook, British Columbia, Canada   Cranbrook Kimberley Airport"
598,CEC,"Crescent City, CA, USA Crescent City Municipal Airport"
599,CRI,"Crooked Island, Bahamas"
600,CRV,"Crotone, Italy   Crotone Airport"
601,CZS,"Cruzeiro Do Sul, Brazil   Cruzeiro Do Sul Campo International Airport"
602,CUC,"Cucuta, Colombia Camilo Daza"
603,CUE,"Cuenca, Ecuador Mariscal La Mar"
604,CVJ,"Cuernavaca, Mexico   Cuernavaca Airport"
605,CGB,"Cuiaba, Mato Grosso, Brazil   Cuiaba   Marechal Rondon Airport"
606,AGT,"Cuidad Del Este, Paraguay   Cuidad Del Este Airport"
607,CPX,"Culebra, Puerto Rico   Culebra Airport"
608,CUL,"Culiacan, Sinaloa, Mexico"
609,CUM,"Cumana, Venezuela"
610,CBE,"Cumberland, MD, USA Municipal"
611,CWB,"Curitiba, Parana, Brazil Afonso Pena"
612,CUZ,"Cuzco, Peru Tte Velazco Astete"
613,DAD,"Da Nang, Vietnam Da Nang"
614,DKR,"Dakar, Senegal Yoff"
615,VIL,"Dakhla, Morocco   Dakla Airport"
616,DLM,"Dalaman, Turkey Dalaman"
617,DLZ,"Dalanzadgad, Omnogovi, Mongolia   Dalanzadgad Airport"
618,DLI,"Dalat, Vietnam   Dalat Airport"
619,DLU,"Dali City, China   Dali City"
620,DLC,"Dalian, China"
621,DAL,"Dallas, TX, USA Love Field"
622,DFW,"Dallas/Ft Worth, TX, USA Dallas Ft Worth International"
623,DAM,"Damascus, Syria Damascus Intl"
624,DMM,"Damman, Saudi Arabia   King Fahad Airport Airport"
625,DDG,"Dandong, China   Dandong"
626,DGA,"Dangriga, Belize Dangriga"
627,DNV,"Danville, IL, USA Vermilion County Airport"
628,DAN,"Danville, VA, USA"
629,DAR,"Dar Es Salaam, Tanzania International"
630,DRW,"Darwin, Northern Territory, Australia"
631,YDN,"Dauphin, Manitoba, Canada"
632,DVO,"Davao, Philippines Mati"
633,YDI,"Davis Inlet, Canada   Davis Inlet Airport"
634,DWD,"Dawadmi, Saudi Arabia   Dawadmi Airport"
635,YDQ,"Dawson Creek, British Columbia, Canada"
636,DYG,"Dayong, China   Dayong"
637,DAY,"Dayton, OH, USA James M Cox Dayton International"
638,DAB,"Daytona Beach, FL, USA Daytona Beach International Airport"
639,LGI,"Deadmans Cay / Long Island, Bahamas Deadmans Cay"
640,DOL,"Deauville, France Saint Gatien"
641,DBM,"Debre Marcos, Ethiopia   Debre Marcos Airport"
642,DEB,"Debrechen, Hungary   Debrechen Airport"
643,DEC,"Decatur, IL, USA Decatur Municiple Airport"
644,YDF,"Deer Lake, Newfoundland, Canada Deer Lake"
645,YVZ,"Deer Lake, Ontario, Canada"
646,DRT,"Del Rio, TX, USA"
647,DEL,"Delhi, India   Indira Gandhi International Airport"
648,DEM,"Dembidollo, Ethiopia Dembidollo"
649,DNM,"Denham, Western Australia, Australia"
650,DNZ,"Denizli, Turkey   Denizli Airport"
651,DPS,"Denpasar Bali, Indonesia Ngurah Rai"
652,DEN,"Denver, CO, USA Denver International"
653,DEA,"Dera Ghazi Khan, Pakistan   Dera Ghazi Khan Airport"
654,DSK,"Dera Ismail Khan, Pakistan   Dera Ismail Khan Airport"
655,DNF,"Derna, Libya"
656,DSM,"Des Moines, IA, USA"
657,YDS,"Desolation Sound, Canada   Desolation Sound Airport"
658,DSE,"Dessie, Ethiopia   Dessie Airport"
659,DSI,"Destin, FL, USA"
660,DTW,"Detroit, MI, USA Detroit Wayne County Metropolitan Airport"
661,DET,"Detroit City, MI, USA"
662,YIP,"Detroit, MI, USA   Willow Run Airport, Ypsilanti"
663,DVL,"Devils Lake, North Dakota, USA   Devils Lake Airport"
664,DPO,"Devonport, Tasmania, Australia Devonport"
665,DHA,"Dhahran, Saudi Arabia Dhahran Intl"
666,DAC,"Dhaka, Bangladesh Zia International Airport"
667,DHM,"Dharamsala/Kangra, Himachal Pradesh, India   Kangra Gaggal Dharamsala Airport"
668,DIB,"Dibrugarh, India Chabua"
669,DIJ,"Dijon, France Longvic"
670,DIK,"Dickinson, North Dakota, USA   Dickinson Airport"
671,DIN,"Dien Bien Phu, Vietnam   Dien Bien Phy Airport"
672,DIL,"Dili, East Timor   Timor Leste"
673,DLG,"Dillingham, Alaska, USA   Dillingham Airport"
674,DPL,"Dipolog, Philippines Dipolog"
675,DIG,"Diqing, China   Diqing"
676,DIR,"Dire Dawa, Ethiopia   Dire Dawa Airport"
677,DIU,"Diu, India   Diu Airort"
678,DIY,"Diyarbakir, Turkey Diyarbakia"
679,DJE,"Djerba, Tunisia   Melita Airport"
680,JIB,"Djibouti, Djibouti Ambouli"
681,DNK,"Dnepropetrovsk, Ukraine   Dnepropetrovsk Airport"
682,DDC,"Dodge City, KS, USA Dodge City Municipal"
683,DOH,"Doha, Qatar Doha"
684,DCF,"Dominica, Dominica Cane Field"
685,DOM,"Dominica, Dominica Melville HalDom"
686,DSA,"Doncaster, Sheffield, UK   Robin Hood Airport"
687,DOK,"Donetsk, Ukraine Donetsk"
688,DTM,"Dortmund, Germany Wickede"
689,DHN,"Dothan, AL, USA Municipal"
690,DLA,"Douala, Cameroon Douala"
691,DRS,"Dresden, Germany Dresden"
692,XDM,"Drummondville, Quebec, Canada"
693,YHD,"Dryden, Ontario, Canada Dryden Airport"
694,DUJ,"Du Bois, PA, USA Jefferson County"
695,DXB,"Dubai, United Arab Emirates Dubai International Airport"
696,DBO,"Dubbo, New South Wales, Australia Dubbo"
697,DUB,"Dublin, Ireland Dublin"
698,DBV,"Dubrovnik, Croatia Hrvatska"
699,DBQ,"Dubuque, IA, USA Dubuque Municipal Airport"
700,QDU,"Duesseldorf, Germany Main Train Station"
701,DLH,"Duluth, MN, USA Duluth International Airport"
702,DGT,"Dumaguete, Philippines   Dumaguete Airport"
703,DUQ,"Duncan / Quam, British Columbia, Canada Quamichan Lake"
704,DND,"Dundee, Scotland, United Kingdom Dundee"
705,DUD,"Dunedin, New Zealand Momona"
706,DNH,"Dunhuang, China   Dunhuang"
707,DRO,"Durango, CO, USA Durango La Plata County Airport"
708,DGO,"Durango, Durango, Mexico Gen Guadalupe Victoria"
709,DUR,"Durban / La Mercy, South Africa   King Shaka International Airport (La Mercy Airport, Replaced Louis Botha airport)"","
710,DUS,"Dusseldorf, Germany Dusseldorf"
711,DUT,"Dutch Harbor, AK, USA Dutch Harbor"
712,ELS,"East London, South Africa Ben Shoeman"
713,EMA,"East Midlands, England, United Kingdom East Midlands"
714,IPC,"Easter Island, Chile Mataveri"
715,ESD,"Eastsound, WA, USA Eastsound/Orcas Island Airport"
716,EAU,"Eau Claire, WI, USA Eau Claire Municipal"
717,ECH,"Echuca, Australia"
718,EDI,"Edinburgh, Scotland, United Kingdom Turnhouse"
719,YEG,"Edmonton, Alberta, Canada Edmonton International"
720,YXD,"Edmonton, Alberta, Canada Edmonton Municipal"
721,EDR,"Edward River, Queensland, Australia Edward River"
722,EIN,"Eindhoven, Netherlands Welschap"
723,SVX,"Ekaterinburg, Russia   Sheremtyevo Airport"
724,BCQ,"El Beida / La Braq,Libya"
725,FTE,"El Calafate, Argentina   El Calafate Airport"
726,AZS,"El Catey, Dominican Republic   Samana El Catey International Airport"
727,ELD,"El Dorado, AR, USA"
728,ELP,"El Paso, TX, USA El Paso International Airport"
729,ESR,"El Salvador, Chile"
730,ETH,"Elat, Israel Elat"
731,EBA,"Elba Island, Italy Marina Di Campo"
732,QEJ,"Elgarhbolli, Libya"
733,EKO,"Elko, NV, USA J C Harris Field"
734,YEL,"Elliot Lake, Ontario, Canada"
735,QEC,"Elmarj City, Libya"
736,ELM,"Elmira / Corning, NY, USA Elmira Corning Regional Arpt"
737,ELY,"Ely, NV, USA Yelland Field"
738,EMD,"Emerald, Queensland, Australia Emerald"
739,WDG,"Enid, OK, USA Woodring Municipal"
740,ENS,"Enschede, Netherlands Twente"
741,EBB,"Entebbe/Kampala, Uganda Entebbe"
742,ERF,"Erfurt, Germany Erfurt"
743,ERI,"Erie, PA, USA Erie International"
744,ERZ,"Erzurum, Turkey Erzurum"
745,EBJ,"Esbjerg, Denmark Esbjerg"
746,ESC,"Escanaba, MI, USA Delta County Airport"
747,EQS,"Esquel, Argentina   Esquel Airport"
748,EPR,"Esperance, Western Australia, Australia Esperance"
749,YPF,"Esquimalt, British Columbia, Canada"
750,EUG,"Eugene, OR, USA Eugene Airport"
751,EVV,"Evansville, IN, USA Evansville Regional Airport"
752,EVE,"Evenes, Norway Evenes"
753,EXT,"Exeter, England, United Kingdom Exeter"
754,FAI,"Fairbanks, AK, USA Fairbanks International Airport"
755,FRM,"Fairmont, MN, USA Fairmont Municipal"
756,LYP,"Faisalabad, Pakistan Lyallpur"
757,FAR,"Fargo, ND, USA Hector Airport"
758,FRG,"Farmingdale, Long Island, NY, USA   Republic Airport"
759,FMN,"Farmington, NM, USA Four Corners Regional Airport"
760,FAO,"Faro, Portugal Faro"
761,FAE,"Faroe Islands, Faroe Islands Faeroe Islands"
762,FYV,"Fayetteville, AR, USA Municipal"
763,XNA,"Fayetteville, AR, USA   Northwest Arkansas Regional"
764,FAY,"Fayetteville, NC, USA Fayetteville Municipal"
765,FFM,"Fergus Falls, MN, USA Fergus Falls Municipal Airport"
766,FEN,"Fernando De Noronha, Brazil   Fernando De Noronha Airport"
767,FEZ,"Fez, Morocco Fez"
768,FLG,"Flagstaff, AZ, USA Flagstaff"
769,YFO,"Flin Flon, Canada   Flin Flon Airport"
770,FNT,"Flint, MI, USA Bishop Int'l Airport"
771,FLR,"Florence, Italy"
772,FLO,"Florence, SC, USA Gilbert Field"
773,FRS,"Flores, Guatemala Flores"
774,FLN,"Florianopolis, Santa Catarina, Brazil Florianopolis Hercilio Luz Airport"
775,FRO,"Floro, Norway Floro"
776,FDE,"Forde, Norway Forde"
777,FMA,"Formosa, Formosa, Argentina Formosa"
778,YFA,"Fort Albany, Canada   Fort Albany Airport"
779,YVP,"Fort Chimo (Kuujjuaq), Quebec, Canada   Fort Chimo Airport"
780,FNL,"Fort Collins/Loveland, CO, USA Fort Collins / Loveland Airport"
781,FDF,"Fort De France, Martinique Fort De France"
782,FOD,"Fort Dodge, IA, USA Fort Dodge Regional Airport"
783,FHU,"Fort Huachuca/Sierra Vista, AZ, USA"
784,FLL,"Fort Lauderdale, FL, USA Ft Lauderdale/Hollywood Intl Apt"
785,TBN,"Fort Leonard Wood, MO, USA Forney Field"
786,YMM,"Fort Mcmurray, Alberta, Canada Fort Mcmurray Municipal"
787,RSW,"Fort Myers, FL, USA Regional Southwest Airport"
788,YYE,"Fort Nelson, Canada   Fort Nelson Airport"
789,YXJ,"Fort Saint John, British Columbia, Canada Fort St John"
790,YFS,"Fort Simpson, Northwest Territories, Canada Fort Simpson Airport"
791,FSM,"Fort Smith, AR, USA Fort Smith Municipal"
792,YSM,"Fort Smith, Northwest Territories, Canada"
793,YXJ,"Fort St John, British Columbia, Canada Fort St John"
794,FWA,"Fort Wayne, IN, USA Baer Field"
795,FOR,"Fortaleza, Ceara, Brazil Fortaleza Pinto Martins Airport"
796,FRA,"Frankfurt, Germany Frankfurt International"
797,HHN,"Frankfurt, Germany   Hahn"
798,FKL,"Franklin, PA, USA Chess Lamberton"
799,YXX,"Fraser Valley/Abbotsford, Canada   Abbotsford Airport"
800,EZF,"Fredericksburg, Virginia, USA   Shannon Airport"
801,YFC,"Fredericton, New Brunswick, Canada Fredericton Municipal Apt"
802,FPO,"Freeport, Bahamas Freeport Intl Airport"
803,FAT,"Fresno, CA, USA Fresno Air Terminal"
804,FRD,"Friday Harbor, WA, USA Friday Harbor Airport"
805,FDH,"Friedrichshafen, Germany Friedrichshafen Lowenthal"
806,YFA,"Ft Albany, Canada   Fort Albany Airport"
807,YVP,"Ft Chimo (Kuujjuaq), Quebec, Canada   Fort Chimo Airport"
808,FNL,"Ft Collins/Loveland, CO, USA Fort Collins / Loveland Airport"
809,FDF,"Ft De France, Martinique Fort De France"
810,FOD,"Ft Dodge, IA, USA Fort Dodge Regional Airport"
811,FHU,"Ft Huachuca/Sierra Vista, AZ, USA"
812,FLL,"Ft Lauderdale, FL, USA Ft Lauderdale/Hollywood Intl Apt"
813,TBN,"Ft Leonard Wood, MO, USA Forney Field"
814,YMM,"Ft Mcmurray, Alberta, Canada Fort Mcmurray Municipal"
815,RSW,"Ft Myers, FL, USA Regional Southwest Airport"
816,YYE,"Ft Nelson, Canada   Fort Nelson Airport"
817,YXJ,"Ft Saint John, British Columbia, Canada Fort St John"
818,YFS,"Ft Simpson, Northwest Territories, Canada Fort Simpson Airport"
819,FSM,"Ft Smith, AR, USA Fort Smith Municipal"
820,YSM,"Ft Smith, Northwest Territories, Canada"
821,YXJ,"Ft St John, British Columbia, Canada Fort St John"
822,FWA,"Ft Wayne, IN, USA Baer Field"
823,FUE,"Fuerteventura / Puerto Del Rosario, Canary Islands/Fuerteventura Island, Spain Fuerteventura"
824,FUK,"Fukuoka, Japan Itazuke"
825,FUN,"Funafuti, Funafuti Atol, Tuvalu   International"
826,FNC,"Funchal, Madeira Islands, Portugal Funchal"
827,FUG,"Fuyang, China   Fuyang"
828,FOC,"Fuzhou, China   Fuzhou"
829,GBE,"Gaborone, Botswana Gaborone"
830,GNV,"Gainesville, FL, USA Jr Alison Municipal"
831,GPS,"Galapagos Islands, Ecuador Baltra"
832,GAL,"Galena, AK, USA"
833,GBG,"Galesburg, IL, USA Galesburg Municiple Airport"
834,GUP,"Gallup, NM, USA Gallup Municipal"
835,GLS,"Galveston, TX, USA Scholes Field"
836,GWY,"Galway, Ireland Carnmore"
837,YQX,"Gander, Newfoundland, Canada Gander Intl Airport"
838,YGG,"Ganges Harbor, Canada   Ganges Harbor Airport"
839,KOW,"Ganzhou, China   Ganzhou"
840,GCK,"Garden City, KS, USA Garden City Municipal Airport"
841,GYY,"Gary, IN, USA   Gary Regional"
842,YGP,"Gaspe, Quebec, Canada"
843,ELQ,"Gassim, Saudi Arabia   Gassim Airport"
844,YND,"Gatineau, Quebec, Canada Gatineau"
845,GAU,"Gauhati, India Borjhar"
846,GDN,"Gdansk, Poland Rebiechowo"
847,GVA,"Geneva, Switzerland Geneva"
848,GOA,"Genoa, Italy Christoforo Colombo"
849,GGT,"George Town, Bahamas Exuma International"
850,GRJ,"George, South Africa George"
851,GEO,"Georgetown, Guyana Timehri"
852,XHM,"Georgetown, Ontario, Canada Georgetown / Via Rail Service"
853,GET,"Geraldton, Western Australia, Australia Geraldton"
854,GRO,"Gerona, Spain Costa Brava"
855,LTD,"Ghadames, Libya"
856,GHT,"Ghat, Libya"
857,QGH,"Gherian, Libya"
858,GIB,"Gibraltar, Gibraltar Gibraltar"
859,GIL,"Gilgit, Pakistan, Gilgit Airport"
860,GCC,"Gillam, Manitoba, Canada"
861,GCC,"Gillette, WY, USA Campbell County Airport"
862,YGB,"Gillies Bay, British Columbia, Canada"
863,GIZ,"Gizan (Jizan), Jizan province, Saudi Arabia   Gizan Airport"
864,YHK,"Gjoa Haven, Canada   Gjoa Haven Airport"
865,GLT,"Gladstone, Australia   Gladstone Airport"
866,GGW,"Glasgow, MT, USA"
867,GLA,"Glasgow, Scotland, United Kingdom Glasgow Scotland"
868,PIK,"Glasgow, Scotland, United Kingdom Prestwick"
869,XZC,"Glencoe, Ontario, Canada Glencoe / Via Rail Service"
870,GDV,"Glendive, MT, USA"
871,GOI,"Goa, India Dabolim"
872,YGO,"Gods Narrows, Canada   Gods Narrows Airport"
873,ZGI,"Gods River, Manitoba, Canada"
874,GYN,"Goiania, Brazil   Goiania Santa Genoveva Airport"
875,OOL,"Gold Coast, Queensland, Australia Coolangatta"
876,GLF,"Golfito, Costa Rica Golfito"
877,GLV,"Golovin, AK, USA"
878,GLD,"Goodland, KS, USA Renner Field"
879,YYR,"Goose Bay, Newfoundland, Canada Goose Bay Municipal Airpt"
880,GKA,"Goroka, Papua New Guinea Goroka"
881,GTO,"Gorontalo, Indonesia Tolotio"
882,CRL,"Gosselies, Belgium   Brussels South Charleroi Airport"
883,GOT,"Gothenburg, Sweden Landvetter"
884,GOV,"Gove, Northern Territory, Australia Nhulunbuy"
885,GHB,"Governors Harbour, Bahamas"
886,LPA,"Gran Canaria, Canary Islands, Spain Aeropuerto De Gran Canaria"
887,GRX,"Granada, Spain Granada"
888,GCN,"Grand Canyon, AZ, USA"
889,GCM,"Grand Cayman Island, Cayman Islands Owen Roberts Intl Airport"
890,GFK,"Grand Forks, ND, USA Grand Forks International Airport"
891,GRI,"Grand Island, NE, USA Central Nebraska Regional Airport"
892,GJT,"Grand Junction, CO, USA Walker Field"
893,GRR,"Grand Rapids, MI, USA Kent County International Airport"
894,GDT,"Grand Turk Is, Turks And Caicos Islands"
895,YQU,"Grande Prairie, Alberta, Canada Grande Prairie Airport"
896,GRZ,"Graz, Austria Thalerhof"
897,GBD,"Great Bend, Kansas, USA   Airport"
898,GTF,"Great Falls, MT, USA Great Falls International"
899,GRB,"Green Bay, WI, USA   Austin Straubel International Airport (Austin/Straybel Field)"","
900,LWB,"Greenbrier, WV, USA Greenbrier Valley Airport"
901,GSO,"Greensboro / High Point, NC, USA Piedmont Triad Intl Airport"
902,GRE,"Greenville, IL, USA   Municipal"
903,PGV,"Greenville, NC, USA   Pitt Greenville"
904,GLH,"Greenville, MS, USA   Greenville"
905,GDC,"Greenville, SC, USA   Donaldson Center"
906,GMU,"Greenville, SC, USA   Downtown"
907,GSP,"Greenville, SC, USA   Greenville Spartanburg Metro"
908,GCY,"Greenville, TN, USA   Municipal"
909,GVT,"Greenville, TX, USA   Majors Field"
910,YGN,"Greenway Sound, Canada   Greenway Sound Airport"
911,GNB,"Grenoble, France St Geoirs"
912,GFF,"Griffith, Australia   Griffith Airport"
913,XGY,"Grimsby, Ontario, Canada Grimsby / Via Rail Service"
914,GRQ,"Groningen, Netherlands Eelde"
915,GON,"Groton / New London, CT, USA GrotonNew London"
916,GDL,"Guadalajara, Jalisco, Mexico Miguel Hidalgo Intl"
917,GUM,"Guam, Guam Ab Wonpat Intl Airport"
918,CAN,"Guangzhou, China   Baiyun"
919,GUA,"Guatemala City, Guatemala La Aurora Intl Airport"
920,GYE,"Guayaquil, Ecuador Simon Bolivar"
921,GYA,"Guayaramerin, Bolivia   Buayaramerin Airport"
922,GYM,"Guaymas, Sonora, Mexico"
923,XIA,"Guelph, Ontario, Canada Guelph / Via Rail Service"
924,GCI,"Guernsey, Channel Islands, United Kingdom Guernsey"
925,GUB,"Guerrero Negro, Baja California Sur, Mexico Guerrero Negro Airport"
926,KWL,"Guilin, China"
927,KWE,"Guiyang, China   Guiyang"
928,GPT,"Gulfport, MS, USA Gulfport/Biloxi"
929,GUC,"Gunnison, CO, USA Gunnison County Airport"
930,URY,"Gurayat, Saudi Arabia   Gurayat Airport"
931,GST,"Gustavus, Alaska, USA   Gustavus Airport"
932,GWD,"Gwadar, Pakistan"
933,HPA,"Ha'Apai, Tonga   Ha'Apai Airport"
934,HBT,"Hafr Albatin, Saudi Arabia   Hafr Albatin Airport"
935,HGR,"Hagerstown, MD, USA Washington County Regional Airport"
936,HFA,"Haifa, Israel   Haifa Airport"
937,HAK,"Haikou, China Haikou"
938,HAS,"Hail, Saudi Arabia   Hail Airport"
939,HLD,"Hailar, China   Hailar"
940,HNS,"Haines, AK, USA"
941,HPH,"Haiphong, Vietnam   Haiphong Airport"
942,HAC,"Hachijo Jima, Japan   Hachijo Jima Airport"
943,HKD,"Hakodate, Japan Hakodate"
944,YHZ,"Halifax, Nova Scotia, Canada Halifax International"
945,YUX,"Hall Beach, Canada   Hall Beach Airport"
946,HAD,"Halmstad, Sweden Halmstad"
947,HAM,"Hamburg, Germany Fuhlsbuttel"
948,HTI,"Hamilton Island, Queensland, Australia"
949,HLZ,"Hamilton, New Zealand Hamilton"
950,YHM,"Hamilton, Ontario, Canada Hamilton Civic Airport"
951,HFT,"Hammerfest, Norway"
952,HNM,"Hana, Hawaii, USA   Hana Airport"
953,CMX,"Hancock, MI, USA Houghton County / Memorial"
954,HGH,"Hangzhou, China"
955,HAN,"Hanoi, Vietnam Noibai Airport"
956,HAJ,"Hanover, Germany Langenhagen"
957,HRE,"Harare, Zimbabwe Harare"
958,ZNA,"Harbour/Nanaimo, British Columbia, Canada   Harbor Airport"
959,HRB,"Harbin, China"
960,HGA,"Hargeisa, Somalia   Hargeisa Airport"
961,HRL,"Harlingen, TX, USA"
962,MDT,"Harrisburg, PA, USA Harrisburg International Airport"
963,HRO,"Harrison, AR, USA Boone County"
964,BDL,"Hartford, CT, USA Bradley International Airport"
965,HSI,"Hastings, NE, USA"
966,HDY,"Hat Yai, Thailand"
967,HAU,"Haugesund, Norway Karmoy"
968,HAV,"Havana, Cuba Jose Marti"
969,HVR,"Havre, MT, USA City County"
970,YHY,"Hay River, Northwest Territories, Canada"
971,HDN,"Hayden, CO, USA Yampa Valley Regional Airport"
972,HIS,"Hayman Island, Queensland, Australia Hayman Island Airport"
973,HYS,"Hays, KS, USA Hays Municipal Airport"
974,HFE,"Hefei, China   Hefei"
975,HEH,"Heho, Myanmar (Burma)   Heho Airportv"
976,HDB,"Heidelberg, Germany"
977,HLN,"Helena, MT, USA"
978,AGH,"Helsingborg, Sweden Angelholm/Helsingborg"
979,JHE,"Helsingborg, Sweden Heliport"
980,HEL,"Helsinki, Finland Helsinki"
981,HER,"Heraklion, Crete Island, Greece Heraklion"
982,HEA,"Herat, Afghanistan   Herat"
983,HDF,"Heringsdorf, Germany   Heringsdorf Airport"
984,HMO,"Hermosillo, Sonora, Mexico General Ignacio Pesqueira Garcia"
985,HVB,"Hervey Bay, Queensland, Australia"
986,XDU,"Hervey, Quebec, Canada Hervey / Via Rail Service"
987,HIB,"Hibbing / Chisholm, MN, USA HibbingChisholm"
988,HKY,"Hickory, NC, USA"
989,YOJ,"High Level, Alberta, Canada Footner Lake Muncpl"
990,ITO,"Hilo, HI, USA Hilo Hawaii:HawaiiInternational Usa"
991,HHH,"Hilton Head, SC, USA Municipal"
992,HIJ,"Hiroshima, Japan Hiroshima"
993,SGN,"Ho Chi Minh City, Vietnam Tan Son Nhut"
994,HBA,"Hobart, Tasmania, Australia   Hobart Cambridge Airport"
