idItinerario,codigoAeropuerto,nombreAeropuerto
995,HOB,"Hobbs, NM, USA Lea County"
996,HDS,"Hoedspruit, South Africa   Hoedspruit Airport"
997,HOQ,"Hof Airport"
998,HOF,"Hofuf, Saudi Arabia   Hofuf Airport"
999,HET,"Hohhot, China"
1000,HKK,"Hokitika, New Zealand Hokitika"
1001,YHI,"Holman Island, Northwest Territories, Canada"
1002,HOM,"Homer, AK, USA Homer Airport"
1003,HKG,"Hong Kong, Hong Kong"
1004,HIR,"Honiara/Guadalcanal, Solomon Islands Henderson International"
1005,HVG,"Honningsvag, Norway   Honningsvag Valan Airport"
1006,HNL,"Honolulu, HI, USA Honolulu International"
1007,MKK,"Hoolehua, HI, USA Municipal"
1008,HNH,"Hoonah, AK, USA"
1009,HPB,"Hooper Bay, AK, USA"
1010,HID,"Horn Island, Australia   Horn Island Airport"
1011,YHN,"Hornepayne, Ontario, Canada"
1012,HSM,"Horsham, Australia"
1013,HOR,"Horta, Portugal   Horta Airport"
1014,HKN,"Hoskins, Papua New Guinea Hoskins"
1015,HOT,"Hot Springs, AR, USA Memorial Field"
1016,HTN,"Hotan, China   Hotan"
1017,HUM,"Houma, LA, USA Terrebonne"
1018,HUQ,"Houn, Libya"
1019,ZHO,"Houston, British Columbia, Canada"
1020,IAH,"Houston, TX, USA"
1021,EFD,"Houston, TX, USA Ellington Field"
1022,HOU,"Houston, TX, USA Houston Hobby Airport"
1023,HOU,"Houston, TX, USA Houston Hobby Airport"
1024,IAH,"Houston, TX, USA Houston Intercontinental"
1025,HUH,"Huahine, French Polynesia   Huahine Airport"
1026,HUN,"Hualien, Taiwan Hualien"
1027,HYN,"Huangyan, China   Huangyan"
1028,HUX,"Huatulco, Oaxaca, Mexico"
1029,YHB,"Hudson Bay, Saskatchewan, Canada"
1030,HUI,"Hue, Vietnam"
1031,HUY,"Humberside, England, United Kingdom Humberside"
1032,HTS,"Huntington / Ashland, WV, USA TriState"
1033,HSV,"Huntsville/Decatur, AL, USA HuntsvilleMadison County Jetplex"
1034,HRG,"Hurghada, Egypt"
1035,HON,"Huron, SD, USA Huron Regional Airport"
1036,HWN,"Hwange National Park, Zimbabwe Hwange National Park"
1037,HYA,"Hyannis, MA, USA Barnstable County"
1038,HYG,"Hydaburg, AK, USA"
1039,HYD,"Hyderabad, India   Rajiv Gandhi International Airport (formerly Begumpet)"","
1040,IAS,"Iasi, Romania Iasi"
1041,IBZ,"Ibiza, Spain Ibiza"
1042,IDA,"Idaho Falls, ID, USA"
1043,IGG,"Igiugig, Alaska, USA   Iguigig Airport"
1044,YGT,"Igloolik, Northwest Territories, Canada"
1045,IGU,"Iguassu Falls, Parana, Brazil   Igaussu Falls   Cataratas Airport"
1046,IGR,"Iguazu, Misiones, Argentina Iguazu International"
1047,JIK,"Ikaria Island, Greece   Ikaria Airport"
1048,YGR,"Iles De La Madeleine, Quebec, Canada House Harbour Airport"
1049,ILF,"Ilford, Manitoba, Canada"
1050,IOS,"Ilheus, Bahia, Brazil   Eduardo Gomes"
1051,ILI,"Iliamna, AK, USA"
1052,ILQ,"Ilo, Moquegua, Peru Ilo Airport"
1053,ILO,"Iloilo, Philippines Mandurriao"
1054,JAV,"Ilulissat, Greenland"
1055,IMP,"Imperatriz, Maranhao, Brazil"
1056,IMF,"Imphal, India Municipal"
1057,IGA,"Inagua, Bahamas"
1058,ICN,"Incheon [Seoul], South Korea   Incheon International Airport"
1059,SHC,"Indaselassie, Ethiopia"
1060,IND,"Indianapolis, IN, USA Indianapolis International Airport"
1061,IDR,"Indore, India   Indore Airport"
1062,XIB,"Ingersoll, Ontario, Canada Ingersoll / Via Rail Service"
1063,INN,"Innsbruck, Austria Kranebitten"
1064,INL,"International Falls, MN, USA Falls International"
1065,YPH,"Inukjuak, Canada   Inukjuak Airport"
1066,YEV,"Inuvik, Northwest Territories, Canada Inuvik International Arpt"
1067,IVC,"Invercargill, New Zealand   Invercargill Airport"
1068,INV,"Inverness, Scotland, United Kingdom Inverness"
1069,IYK,"Inyokern, CA, USA Inyokern Airport"
1070,IOA,"Ioannina, Greece Ioannina"
1071,IPI,"Ipiales, Colombia San Luis"
1072,IPH,"Ipoh, Malaysia Ipoh"
1073,YFB,"Iqaluit, Northwest Territories, Canada   Iqaluit Frobisher Bay Airport"
1074,IQQ,"Iquique, Chile Chucumata"
1075,IQT,"Iquitos, Peru Cf Secada"
1076,IKT,"Irkutsk, Russia   Irkutsk Southeast Airport"
1077,IMT,"Iron Mountain, MI, USA Ford Airport"
1078,IWD,"Ironwood, MI, USA Gogebic County Airport"
1079,ISH,"Ischia, Italy   Ischia Airport"
1080,IFN,"Isfahan, Iran   Isfahan Airport"
1081,ISG,"Ishigaki, Japan   Ishigaki Airport"
1082,ISB,"Islamabad, Pakistan International"
1083,ILY,"Islay, Scotland, United Kingdom Glenegedale"
1084,IOM,"Isle Of Man, Isle Of Man, United Kingdom Ronaldsway"
1085,ISC,"Isles Of Scilly, Isles Of Scilly, United Kingdom Tresco"
1086,ISP,"Islip, NY, USA Long IslandMacarthur Airport"
1087,IST,"Istanbul, Turkey Ataturk"
1088,QIE,"Istres, France   Le Tube airport"
1089,ITB,"Itaituba, Brazil   Itaituba Airport"
1090,ITH,"Ithaca, NY, USA Tompkins County"
1091,IVL,"Ivalo, Finland   Ivalo Airport"
1092,IFO,"Ivano Frankovsk, Ukraine   Ivano Frankovsk Airport"
1093,YIK,"Ivujivik, Canada   Ivujivik Airport"
1094,IWJ,"Iwami, Japan   Iwami Airport"
1095,ZIH,"Ixtapa/Zihuatanejo, Guerrero, Mexico International"
1096,IJK,"Izhevsk, Russia"
1097,ADB,"Izmir, Turkey Adnan Menderes"
1098,IZO,"Izumo, Japan"
1099,JAG,"Jacobabad, Pakistan   Jacobabad Airport"
1100,JAT,"Jabat, Marshall Islands Jabat Intl"
1101,JAC,"Jackson Hole, WY, USA Jackson Hole Airport"
1102,JAN,"Jackson, MS, USA Allen C Thompson Field"
1103,MKL,"Jackson, TN, USA Mc Kellar Field"
1104,JAX,"Jacksonville, FL, USA Jacksonville International Airport"
1105,CRG,"Jacksonville, Florida, USA   Craig Municipal Airport"
1106,OAJ,"Jacksonville, NC, USA"
1107,JAI,"Jaipur, India Sanganeer"
1108,HLP,"Jakarta, Indonesia Halim Perdana Kusama"
1109,CGK,"Jakarta, Indonesia Soekarno Hatta International"
1110,JAL,"Jalapa, Mexico   Jalapa Airport"
1111,JMS,"Jamestown, ND, USA Jamestown Municipal Airport"
1112,JHW,"Jamestown, NY, USA Chautauqua County Airport"
1113,IXJ,"Jammu, India Satwari"
1114,JGA,"Jamnagar, India Govardhanpur"
1115,IXW,"Jamshedpur, India Sonari"
1116,YJA,"Jasper, Alberta, Canada"
1117,DJJ,"Jayapura, Indonesia   Sentani Jayapura Airport"
1118,JED,"Jeddah, Saudi Arabia Jeddah International"
1119,XRY,"Jerez De La Frontera, Spain La Parra"
1120,JER,"Jersey, Channel Islands, United Kingdom States"
1121,JIJ,"Jijiga, Ethiopia   Jijiga Airport"
1122,JIL,"Jilin, China   Jilin"
1123,JIM,"Jimma, Ethiopia   Jimma Airport"
1124,TNA,"Jinan, China   Jinan"
1125,JHG,"Jinghong, China   Jinghong"
1126,JJN,"Jinjiang, China   Jinjiang"
1127,GIZ,"Jizan (Gizan), Jizan province, Saudi Arabia   Gizan Airport"
1128,JPA,"Joao Pessoa, Brazil   Castro Pinto Airport"
1129,JDH,"Jodhpur, India"
1130,JOE,"Joensuu, Finland   Joensuu Airport"
1131,JNB,"Johannesburg, South Africa   O R Tambo International Airport (formerly Jan Smuts)"","
1132,JON,"Johnston Island, US, Outlying Islands"
1133,JST,"Johnstown, PA, USA Johnstown Cambria"
1134,JHB,"Johor Bahru, Malaysia Sultan Ismail International"
1135,JOI,"Joinville, Santa Catarina, Brazil Federal/Cubatao Airport"
1136,XJL,"Joliette, Quebec, Canada Joliette / Via Rail Service"
1137,JMO,"Jomsom, Nepal"
1138,JBR,"Jonesboro, AR, USA Municipal"
1139,JKG,"Jonkoping, Sweden Axamo"
1140,XJQ,"Jonquiere, Quebec, Canada Jonquiere / Via Rail Service"
1141,JLN,"Joplin, MO, USA Municipal Airport"
1142,JRH,"Jorhat, India   Jorhat Airport"
1143,JOS,"Jos, Nigeria   Jos Airport"
1144,AJF,"Jouf, Saudi Arabia   Jouf Airport"
1145,JDO,"Juazeiro Do Norte, Brazil   Juazeiro Do Norte Airport"
1146,JUJ,"Jujuy, Provincia Jujuy, Argentina El Cadillal"
1147,JUL,"Juliaca, Peru Juliaca"
1148,JNU,"Juneau, AK, USA Juneau"
1149,JYV,"Jyvaskyla, Finland   Jyvaskyla Airport"
1150,ABK,"Kabri Dar, Ethiopia   Kabri Dar Airport"
1151,KBL,"Kabul, Afghanistan   Khwaja Rawash"
1152,DNA,"Kadena AFB, Okinawa, Japan   Kadena Air Force Base Okinawa Airport"
1153,KOJ,"Kagoshima, Japan Kagoshima"
1154,OGG,"Kahului, HI, USA Kahului Airport"
1155,IXH,"Kailashahar, India Kailashahar"
1156,KAT,"Kaitaia, New Zealand Kaitaia"
1157,KAJ,"Kajaani, Finland   Kajaani Airport"
1158,KAE,"Kake, AK, USA"
1159,AZO,"Kalamazoo, MI, USA Kalamazoo/Battle Creek Intl"
1160,LUP,"Kalaupapa, Hawaii, USA, Kalaupapa Airport"
1161,KGI,"Kalgoorlie, Australia   Kalgoorlie Airport"
1162,KLO,"Kalibo, Philippines Kalibo"
1163,KGD,"Kaliningrad, Russia Kaliningrad Airport"
1164,FCA,"Kalispell, MT, USA Glacier Park International"
1165,GPI,"Kalispell, MT, USA   Glacier Park International"
1166,KLR,"Kalmar, Sweden Kalmar"
1167,KAL,"Kaltag, AK, USA"
1168,IXQ,"Kamalpur, India Kamalpur"
1169,YKA,"Kamloops, British Columbia, Canada Fulton Field"
1170,MUE,"Kamuela, Hawaii, USA   Waimea Kohala Kamuela Airport"
1171,KDH,"Kandahar, Afghanistan   Kandahar"
1172,IXY,"Kandla, India Kandla"
1173,SFJ,"Kangerlussuaq, Greenland Sondre Stromfjord"
1174,XGR,"Kangiqsualujjuaq, Canada   Kangiqsualujjuaq Airport"
1175,YWB,"Kangiqsujuaq, Canada   Kangiqsujuaq Airport"
1176,YKG,"Kangirsuk, Canada   Kangirsuk Airport"
1177,KAG,"Kangnung, Republic of Korea   Kangnung Airport"
1178,DHM,"Kangra, Himachal Pradesh, India   Kangra Gaggal Dharamsala Airport"
1179,KAN,"Kano, Nigeria Aminu Kano International"
1180,MKC,"Kansas City, MO, USA Downtown"
1181,MCI,"Kansas City, MO, USA Kansas City International Airport"
1182,KHH,"Kaohsiung, Taiwan"
1183,JHM,"Kapalua, HI, USA Kapalua"
1184,YYU,"Kapuskasing, Ontario, Canada"
1185,KHI,"Karachi, Pakistan   Quaid E Azam International Airport"
1186,KAB,"Kariba, Zimbabwe Kariba"
1187,KLV,"Karlovy Vary, Czech Republic   Karlovy Vary Airport"
1188,FKB,"Karlsruhe/Baden, Germany   Karlsruhe Baden Airport"
1189,KSD,"Karlstad, Sweden   Karlstad Airport"
1190,AOK,"Karpathos, Greece Karpathos"
1191,KTA,"Karratha, Australia   Karratha Airport"
1192,KSY,"Kars, Turkey   Kars Airport"
1193,KSQ,"Karshi, Uzbekistan   Karshi Airport"
1194,KRP,"Karup, Denmark Karup"
1195,BBK,"Kasane, Botswana Kasane"
1196,ZKE,"Kaschechewan, Canada   Kaschechewan Airport"
1197,KHG,"Kashi, China   Kashi"
1198,KSJ,"Kasos Island, Greece Kasos Island"
1199,KSF,"Kassel, Germany   Kassel Airport"
1200,KZS,"Kastelorizo Island, Greece   Kastelorizo Airport"
1201,KSO,"Kastoria,Greece   Kastoria Airport"
1202,KTR,"Katherine, Northern Territory, Australia Tindal"
1203,KTM,"Kathmandu, Nepal Tribhuvan"
1204,KTW,"Katowice, Poland Pyrzowice"
1205,LIH,"Lihue, Kauai Island, HI, USA Lihue Municipal Airport"
1206,HPV,"Kauai Island, HI, USA Princeville"
1207,KUN,"Kaunas, Lithuania Kaunas"
1208,KVA,"Kavala, Greece Kavala"
1209,MKK,"Kaunakakai/Hoolehua, HI, USA   Molokai Municipal Airport"
1210,ASR,"Kayseri, Turkey   Kayseri Airport"
1211,KZN,"Kazan, Russia Kazan"
1212,EAR,"Kearney, NE, USA Kearney Municipal Airport"
1213,EEN,"Keene / Brattleboro, NH, USA Dillant Hopkins"
1214,EFL,"Kefallinia Island, Greece   Kefallinia Airport"
1215,YLW,"Kelowna, British Columbia, Canada Ellison Field Airport"
1216,KEJ,"Kemerovo, Russia Kemerovo"
1217,KEM,"Kemi/Tornio, Finland Kemi"
1218,KPS,"Kempsey, Australia   Kempsey Airport"
1219,ENA,"Kenai, AK, USA Kenai Municipal Airport"
1220,KEH,"Kenmore Air Harbor, WA, USA"
1221,YQK,"Kenora, Ontario, Canada"
1222,KMA,"Kerema, Papua New Guinea   Kerema Airport"
1223,CFU,"Kerkyra, Greece Kerkyra"
1224,KER,"Kerman, Iran Kerman"
1225,KSH,"Kermanshah, Iran Bakhtaran Iran"
1226,KKE,"Kerikeri, New Zealand   Kerikeri Airport"
1227,KIR,"Kerry County, Ireland Kerry County"
1228,IXK,"Keshod, India Keshod"
1229,KTN,"Ketchikan, AK, USA Ketchikan International"
1230,EYW,"Key West, FL, USA"
1231,KHV,"Khabarovsk, Russia   Novy"
1232,HJR,"Khajuraho, India   Khajuraho Airport"
1233,KHR,"Kharkhorin, Ovorkhangai, Mongolia   Kharkhorin Airport"
1234,HRK,"Kharkov, Ukraine Kharkov"
1235,KRT,"Khartoum, Sudan Civil"
1236,QKO,"Khoms (Al Khums), Libya"
1237,KKC,"Khon Kaen, Thailand   Khon Kaen Airport"
1238,KOG,"Khong Island, Laos   Khong Island Airport"
1239,HVD,"Khovd, Khovd, Mongolia   Khovd Airport"
1240,IXN,"Khowai, India Khowai"
1241,HJT,"Khujirt, Ovorkhangai, Mongolia   Khujirt Airport"
1242,KEL,"Kiel, Germany Holtenau"
1243,KBP,"Kiev, Ukraine Borispol"
1244,IEV,"Kiev, Ukraine Zhulhany"
1245,KGL,"Kigali, Rwanda   Kigali Kayibanda International Airport"
1246,TKQ,"Kigoma, Tanzania"
1247,JRO,"Kilimanjaro, Tanzania Kilimanjaro"
1248,ILE,"Killeen, TX, USA"
1249,KIM,"Kimberley, South Africa   B J Vorster Airport"
1250,KVC,"King Cove, Alaska, USA   King Cove Airport"
1251,KNS,"King Island, Tasmania, Australia King Island"
1252,AKN,"King Salmon, Alaska, USA   King Salmon Airport"
1253,IGM,"Kingman, AZ, USA Mohave County"
1254,KGC,"Kingscote, South Australia, Australia"
1255,KIN,"Kingston, Jamaica"
1256,YGK,"Kingston, Ontario, Canada Kingston Airport"
1257,KNH,"Kinmen, Taiwan   Kinmen Island Airport"
1258,FIH,"Kinshasa, Zaire Kinshasa"
1259,ISO,"Kinston, NC, USA"
1260,KPN,"Kipnuk, AK, USA"
1261,KKN,"Kirkenes, Norway Hoeyburtmoen"
1262,IRK,"Kirksville, Missouri, USA   Kirksville Airport"
1263,KOI,"Kirkwall / Orkney Island, Scotland, United Kingdom Kirkwall"
1264,KRN,"Kiruna, Sweden Kiruna"
1265,KIV,"Kishinev, Moldova Kishinev"
1266,KKJ,"Kitakyushu, Japan   Kitakyushu Airport"
1267,YKF,"Kitchener, Ontario, Canada Kitchener"
1268,KIT,"Kithira Island, Greece   Kithira Airport"
1269,KTT,"Kittila, Finland   Kittila Airport"
1270,KVL,"Kivalina, Alaska, USA   Kivalina Airport"
1271,KLU,"Klagenfurt, Austria Klagenfurt"
1272,LMT,"Klamath Falls, OR, USA Kingsley Field Airport"
1273,KLW,"Klawock, AK, USA"
1274,TYS,"Knoxville, TN, USA Mcghee Tyson"
1275,KCZ,"Kochi, Japan   Kochi Airport"
1276,ADQ,"Kodiak, AK, USA"
1277,USM,"Koh Samui, Thailand"
1278,KOK,"Kokkola/Pietarsaari, Finland Kruunupyy"
1279,KLH,"Kolhapur (Ujlaiwadi), Maharashtra, India   Kolhapur Airport"
1280,KGK,"Koliganek, Alaska, USA   Koliganek Airport"
1281,CCU,"Kolkata (Calcutta), India   Calcutta International Airport"
1282,KMQ,"Komatsu, Japan   Komatsu Airport"
1283,KOA,"Kona, HI, USA Keahole"
1284,KKH,"Kongiganak, Alaska, USA   Kongiganak Airport"
1285,KYA,"Konya, Turkey   Konya Airport"
1286,KRL,"Korla, China   Korla"
1287,ROR,"Koror, Palau Airai"
1288,KGS,"Kos Island, Greece   Kos Airport"
1289,KSC,"Kosice, Slovakia Barca"
1290,KSA,"Kosrae, Caroline Islands, Micronesia"
1291,OSZ,"Koszalin, Poland   Koszalin Airport"
1292,KBR,"Kota Bharu, Malaysia Sultan Ismail Petra"
1293,BKI,"Kota Kinabalu, Sabah, Malaysia Kota Kinabalu"
1294,OTZ,"Kotzebue, AK, USA"
1295,KZI,"Kozani, Macedonia, Greece   Kozani Airport"
1296,KBV,"Krabi, Thailand   Krabi Airport"
1297,KRK,"Krakow, Poland Balice"
1298,KRF,"Kramfors, Sweden Kramfors"
1299,KRR,"Krasnodar, Russia Krasnodar"
1300,KJA,"Krasnojarsk, Russia"
1301,KRS,"Kristiansand, Norway Kjevik"
1302,KID,"Kristianstad, Sweden   Kristianstad Airport"
1303,KSU,"Kristiansund, Norway Kvernberget"
1304,HLA,"Krugersdorp, South Africa   Lanseria International Airport"
1305,KUL,"Kuala Lumpur, Malaysia   KLIA Kuala Lumpur International"
1306,SZB,"Kuala Lumpur   Subang, Malaysia"
1307,TGG,"Kuala Terengganu, Malaysia Sultan Mahmood"
1308,KUA,"Kuantan, Malaysia Padang Geroda"
1309,KCH,"Kuching, Sarawak, Malaysia Kuching"
1310,KUD,"Kudat, Malaysia   Kudat Airport"
1311,AKF,"Kufrah, Libya"
1312,KUS,"Kulusuk, Greenland Metropolitan Area"
1313,KMJ,"Kumamoto, Japan Kumamoto"
1314,UEO,"Kume Jima, Japan   Kume Jima Airport"
1315,KMG,"Kunming, China Kunming"
1316,KUV,"Kunsan, South Korea"
1317,KNX,"Kununurra, Australia   Kununurra Airport"
1318,KUO,"Kuopio, Finland Kuopio"
1319,KCA,"Kuqa, China   Kuqa"
1320,KUH,"Kushiro, Japan   Kushiro Airport"
1321,YVP,"Kuujjuaq, Quebec, Canada Fort Chimo Airport"
1322,YGW,"Kuujjuarapik, Quebec, Canada Kuujjuarapik"
1323,KAO,"Kuusamo, Finland   Kuusamo Airport"
1324,KWI,"Kuwait, Kuwait International"
1325,KWA,"Kwajalein, Marshall Islands"
1326,KWJ,"Kwangju, Republic of Korea   Kwangju Airport"
1327,LCE,"La Ceiba, Honduras International"
1328,LCG,"La Coruna, Spain La Coruna"
1329,LSE,"La Crosse, WI, USA La Crosse Municipal"
1330,YGL,"La Grande, Canada   La Grande Airport"
1331,LAP,"La Paz, Baja California Sur, Mexico Aeropuerto General Marquez De Leon"
1332,LPB,"La Paz, Bolivia El Alto"
1333,IRJ,"La Rioja, Argentina   La Rioja Airport"
1334,LRH,"La Rochelle, France Laleu"
1335,LRM,"La Romana, Dominican Republic   La Romana Casa De Campo Airport"
1336,YVC,"La Ronge, Saskatchewan, Canada La Ronge"
1337,SSQ,"La Sarre, Quebec, Canada"
1338,LSC,"La Serena, Chile La Florida"
1339,YLQ,"La Tuque, Quebec, Canada La Tuque"
1340,EUN,"Laayoune, Morocco LaayouneHassan I Morocco"
1341,LBS,"Labasa, Fiji   Labasa Airport"
1342,LBU,"Labuan, Sabah, Malaysia"
1343,XEE,"Lac Edouard, Quebec, Canada Lac Edouard / Via Rail Service"
1344,XEH,"Ladysmith, British Columbia, Canada Ladysmith / Via Rail Service"
1345,LAE,"Lae, Papua New Guinea   Lae Nadzab Airport"
1346,LFT,"Lafayette / New Iberia, LA, USA Municipal"
1347,LAF,"Lafayette, IN, USA Purdue University Airport"
1348,LOS,"Lagos, Nigeria Murtala Muhammed"
1349,LDU,"Lahad Datu, Sabah, Malaysia Lahad Datu"
1350,LHE,"Lahore, Pakistan Lahore"
1351,LCH,"Lake Charles, LA, USA Municipal"
1352,YLC,"Lake Harbour, Canada   Lake Harbour Airport"
1353,HII,"Lake Havasu City, AZ, USA   Lake Havasu City Municipal Airport"
1354,LKE,"Lake Union Sea Plane Base, Seattle, WA, USA"
1355,LKL,"Lakselv, Norway   Banak"
1356,LLI,"Lalibela, Ethiopia   Lalibela Airport"
1357,SUF,"Lamezia Terme, Italy   Lamezia Terme Airport"
1358,LPT,"Lampang, Thailand   Lampang Airport"
1359,LMP,"Lampedusa Island, Italy   Lampedusa Airport"
1360,LNY,"Lanai City, HI, USA Lanai"
1361,LNS,"Lancaster, PA, USA Lancaster"
1362,XEJ,"Langford, British Columbia, Canada Langford / Via Rail Service"
1363,LGK,"Langkawi, Malaysia"
1364,LAI,"Lannion, France   Lannion Airport"
1365,LAN,"Lansing, MI, USA Capital City Airport"
1366,ACE,"Lanzarote, Canary Islands, Spain Lanzarote"
1367,LHW,"Lanzhou, China   Metropolitan Area"
1368,ZGC,"Lanzhou, China   Zhongchuan Lanzhou West Airport"
1369,LAO,"Laoag, Philippines   Laoag Airport"
1370,LPP,"Lappeenranta, Finland   Lappeenranta Airport"
1371,LAR,"Laramie, WY, USA General Brees Field"
1372,LRD,"Laredo, TX, USA International"
1373,LCA,"Larnaca, Cyprus Intl"
1374,LRU,"Las Cruces, NM, USA"
1375,LSP,"Las Piedras, Venezuela Josefa Camejo"
1376,LAS,"Las Vegas, NV, USA Mccarran International Airport"
1377,VGT,"Las Vegas, NV, USA North Air Terminal"
1378,LBE,"Latrobe, PA, USA Westmoreland County"
1379,LST,"Launceston, Tasmania, Australia Launceston"
1380,PIB,"Laurel, MS, USA Laurel Hattiesburg/Camp Shelby"
1381,NAN,"Lautoka/Nadi, Fiji   International"
1382,LWY,"Lawas, Sarawak, Malaysia Lawas"
1383,LAW,"Lawton, OK, USA Municipal"
1384,LZC,"Lazaro Cardenas, Michoacan, Mexico Na"
1385,LEH,"Le Havre, France Le Havre"
1386,LEA,"Learmonth, Western Australia, Australia"
1387,LEB,"Lebanon/Hanover/White River, NH, USA Lebanon Regional"
1388,LBA,"Leeds/Bradford, England, United Kingdom"
1389,PVK,"Lefkas, Greece   Preveza Lefkas Airport"
1390,LGP,"Legaspi, Philippines Legaspi"
1391,IXL,"Leh, India Leh"
1392,LEJ,"Leipzig, Germany Leipzig"
1393,LKN,"Leknes, Norway Leknes"
1394,LEN,"Leon, Spain   Leon Airport"
1395,BJX,"Leon/Guanajuato, Guanajuato, Mexico Del Bajio"
1396,LRS,"Leros, Greece Leros"
1397,YQL,"Lethbridge, Alberta, Canada Lethbridge Airport"
1398,LET,"Leticia, Colombia Gen Av Cob0"
1399,KLL,"Levelock, Alaska, USA   Levelock Airport"
1400,LWB,"Lewisburg, WV, USA   Lewisburg Greenbrier Valley Airport"
1401,LWS,"Lewiston, ID, USA LewistonNez Perce Airport"
1402,LWT,"Lewistown, MT, USA Municipal"
1403,LEX,"Lexington, KY, USA Blue Grass Field"
1404,LXA,"Lhasa, Tibet Autonomous Region, China   Lhasa"
1405,LYG,"Lianyungang, China   Lianyungang"
1406,LBL,"Liberal, KS, USA Glenn L Martin Terminal"
1407,LIR,"Liberia, Costa Rica Liberia"
1408,LBV,"Libreville, Gabon Libreville"
1409,LGG,"Liege, Belgium Bierset"
1410,LIF,"Lifou Island, New Caledonia   Lifou Airport"
1411,LJG,"Lijiang, China   Lijiang City Airport"
1412,IXI,"Lilabari, India Lilabari"
1413,LIL,"Lille, France Lille Lesquin Airport"
1414,LLW,"Lilongwe, Malawi Kamuzu Intl"
1415,LIM,"Lima, Peru Intl Jorge Chavez"
1416,LMN,"Limbang, Sarawak, Malaysia Limbang"
1417,LIG,"Limoges, France Bellegarde"
1418,LNJ,"Lincang, China   Lincang"
1419,LNK,"Lincoln, NE, USA Municipal Airport"
1420,LPI,"Linkoping, Sweden Saab"
1421,LNZ,"Linz, Austria Linz"
1422,LIS,"Lisbon, Portugal Lisboa"
1423,LSY,"Lismore, New South Wales, Australia Lismore"
1424,LIT,"Little Rock, AR, USA Little Rock Regional Airport"
1425,LZH,"Liuzhou, China   Liuzhou"
1426,LPL,"Liverpool, England, United Kingdom Liverpool"
1427,LVI,"Livingstone, Zambia Livingstone"
1428,LJU,"Ljubljana, Slovenia Brnik"
1429,LFW,"Lome, Togo Lome"
1430,LNV,"Londolovit, Papua New Guinea Londolovit"
1431,LGW,"London, England, United Kingdom Gatwick"
1432,LHR,"London, England, United Kingdom Heathrow"
1433,LCY,"London, England, United Kingdom London City"
1434,LTN,"London, England, United Kingdom Luton International"
1435,STN,"London, England, United Kingdom Stansted"
1436,YXU,"London, Ontario, Canada   London Municipal"
1437,LDB,"Londrina, Parana, Brazil   Londrina"
1438,LGB,"Long Beach, CA, USA Long Beach Municipal Airport"
1439,LRE,"Longreach, Australia   Longreach Airport"
1440,GGG,"Longview/Gladewater/Kilgore, TX, USA Gregg County"
1441,LYR,"Longyearbyen, Norway Svalbard"
1442,LDH,"Lord Howe Island, Australia   Lord Howe Island Airport"
1443,LTO,"Loreto, Baja California Sur, Mexico"
1444,LRT,"Lorient, France LannBihoue"
1445,LAX,"Los Angeles, CA, USA Los Angeles Intl Airport"
1446,LAX,"Los Angeles, CA, USA Los Angeles Intl Airport"
1447,LSQ,"Los Angeles, Chile Maria Dolores"
1448,LMM,"Los Mochis, Sinaloa, Mexico"
1449,LOU,"Louisville, Kentucky   Bowman Field"
1450,SDF,"Louisville, KY, USA   Louisville International Airport (formerly Standiford Field)"","
1451,LDE,"Lourdes/Tarbes, France Tarbes International"
1452,LAD,"Luanda, Angola Fevereiro"
1453,LBB,"Lubbock, TX, USA Lubbock International Airport"
1454,LKO,"Lucknow, India   Lucknow Amausi Airport"
1455,LUD,"Luderitz, Namibia Luderitz"
1456,LUG,"Lugano, Switzerland Agno"
1457,VSG,"Lugansk, Ukraine"
1458,LUA,"Lukla, Nepal Lukla"
1459,LLA,"Lulea, Sweden Kallax"
1460,LYA,"Luoyang, China   Luoyang"
1461,LUN,"Lusaka, Zambia Lusaka"
1462,LUX,"Luxembourg, Luxembourg Findel"
1463,LUM,"Luxi, China   Luxi"
1464,LXR,"Luxor, Egypt Luxor"
1465,LZO,"Luzhou, China   Luzhou"
1466,CRK,"Luzon Is, Clark Field, Philippines"
1467,LWO,"Lvov, Ukraine Snilow"
1468,LYB,"Little Cayman, Cayman Islands   Little Cayman Airport"
1469,LCJ,"Lodz, Poland   Lodz Airport"
1470,RJL,"Logrono, Spain   Logrono Airport"
1471,LDY,"Londonderry, Northern Ireland, United Kingdom   Londonderry Airport"
1472,LKH,"Long Akah, Malaysia   Long Akah Airport"
1473,LBP,"Long Banga, Malaysia   Long Banga Airport"
1474,LGL,"Long Lellang, Malaysia   Long Lellang Airport"
1475,ODN,"Long Seridan, Malaysia   Long Seridan Airport"
1476,LPS,"Lopez Island, Washington, USA   Lopez Island Airport"
1477,SJD,"Los Cabos, San Jose Del Cabo, Baja California Sur, Mexico   Los Cabos Intl Airport"
1478,LXG,"Luang Namtha, Laos   Luang Namtha Airport"
1479,LPQ,"Luang Prabang, Laos   Luang Prabang International Airport"
1480,LXR,"Luxor, Egypt   Luxor"
1481,LYC,"Lycksele, Sweden   Lycksele Airport"
1482,LYH,"Lynchburg, VA, USA Municipal Airport"
1483,LYS,"Lyon, France Satolas"
1484,MST,"Maastricht, Netherlands ZuidLimburg"
1485,MCP,"Macapa, Amapa, Brazil"
1486,MFM,"Macau, Macau SAR, China"
1487,MCZ,"Maceio, Brazil   Palmares Airport"
1488,MKY,"Mackay, Queensland, Australia Mackay"
